acc	evalue_clade1	score_clade1	evalue_clade2	score_clade2
ALY15174.1			1.4999999999999998e-29	115.2
ASL99776.1			1.5999999999999999e-29	115.2
AVN49198.1			1.5999999999999999e-29	115.2
AWC70864.1			1.5999999999999999e-29	115.2
AWC88826.1			1.5999999999999999e-29	115.2
AWS58970.1			1.5999999999999999e-29	115.2
AWS70349.1			1.5999999999999999e-29	115.2
QHE59246.1			1.5999999999999999e-29	115.2
QOU01983.1			1.5999999999999999e-29	115.2
ATZ32787.1			1.5999999999999999e-29	115.2
ABV18249.1			1.5999999999999999e-29	115.2
AIT36775.1			1.5999999999999999e-29	115.2
AIZ84663.1			1.5999999999999999e-29	115.2
AKC14225.1			1.5999999999999999e-29	115.2
ANE59937.1			1.5999999999999999e-29	115.2
APK21293.1			1.5999999999999999e-29	115.2
APL08241.1			1.5999999999999999e-29	115.2
APL72361.1			1.5999999999999999e-29	115.2
AQW75314.1			1.5999999999999999e-29	115.2
ASL29702.1			1.5999999999999999e-29	115.2
ASO85538.1			1.5999999999999999e-29	115.2
ASO95092.1			1.5999999999999999e-29	115.2
ATC15344.1			1.5999999999999999e-29	115.2
AUY85790.1			1.5999999999999999e-29	115.2
AUY94758.1			1.5999999999999999e-29	115.2
AUZ08251.1			1.5999999999999999e-29	115.2
AWN71147.1			1.5999999999999999e-29	115.2
AXF70109.1			1.5999999999999999e-29	115.2
BBQ55601.1			1.5999999999999999e-29	115.2
BBS25209.1			1.5999999999999999e-29	115.2
BBT23551.1			1.5999999999999999e-29	115.2
QAU85688.1			1.5999999999999999e-29	115.2
QCH44079.1			1.5999999999999999e-29	115.2
QCH49252.1			1.5999999999999999e-29	115.2
QEM48695.1			1.5999999999999999e-29	115.2
QEP73160.1			1.5999999999999999e-29	115.2
QEX68628.1			1.5999999999999999e-29	115.2
QGL19800.1			1.5999999999999999e-29	115.2
QHF81842.1			1.5999999999999999e-29	115.2
QHJ62045.1			1.5999999999999999e-29	115.2
QHL81241.1			1.5999999999999999e-29	115.2
QHR24687.1			1.5999999999999999e-29	115.2
QIH49350.1			1.5999999999999999e-29	115.2
QIN55993.1			1.5999999999999999e-29	115.2
QJB63213.1			1.5999999999999999e-29	115.2
QJH47765.1			1.5999999999999999e-29	115.2
QJS69007.1			1.5999999999999999e-29	115.2
QKF28480.1			1.5999999999999999e-29	115.2
QKY94270.1			1.5999999999999999e-29	115.2
QLM46194.1			1.5999999999999999e-29	115.2
QLN24845.1			1.5999999999999999e-29	115.2
ULI23480.1			1.5999999999999999e-29	115.2
ULI57863.1			1.5999999999999999e-29	115.2
VEC41632.1			1.5999999999999999e-29	115.2
VEE93251.1			1.5999999999999999e-29	115.2
AHB62745.1			1.7e-29	115.1
ADF59703.1			1.7e-29	115.1
QLA62339.1			1.7e-29	115.1
VEF19578.1			1.7e-29	115.1
AXO09535.1			1.7e-29	115.1
AOP89490.1			1.7e-29	115.1
APJ63554.1			1.7e-29	115.1
APK90824.1			1.7e-29	115.1
AUF78068.1			1.7e-29	115.1
AWJ27372.1			1.7e-29	115.1
QCH70141.1			1.7e-29	115.1
QGU56760.1			1.7e-29	115.1
QIV72197.1			1.7e-29	115.1
QIV75264.1			1.7e-29	115.1
QJE06273.1			1.7e-29	115.1
QLM50922.1			1.7e-29	115.1
VEC49710.1			1.7e-29	115.1
QHJ28860.1			1.9e-29	114.9
QSR07462.1			1.9e-29	114.9
ASO76922.1			2.0000000000000002e-29	114.8
QBJ98990.1			2.2e-29	114.7
QHN47459.1			2.2e-29	114.7
ULI34033.1			2.2e-29	114.7
AJB79952.1			2.3e-29	114.7
ATW90688.1			2.3e-29	114.7
AVO81867.1			2.3e-29	114.7
AXQ35025.1			2.3e-29	114.7
QFH53119.1			2.3e-29	114.7
QGR10959.1			2.3e-29	114.7
QIF26967.1			2.3e-29	114.7
QIF32019.1			2.3e-29	114.7
QOD35199.1			2.3e-29	114.7
QPD66390.1			2.3e-29	114.7
QPO90724.1			2.3e-29	114.7
QQA67380.1			2.3e-29	114.7
QSS35180.1			2.3e-29	114.7
AWX01822.1			2.3e-29	114.7
QFS62634.1			2.3e-29	114.7
QCR09773.1			2.3e-29	114.6
ALE98470.1			2.4e-29	114.6
ASM09506.1			2.4e-29	114.6
QBS13121.1			2.4e-29	114.6
QDQ39197.1			2.4e-29	114.6
QDI54721.1			2.5e-29	114.5
UCQ54211.1			2.5e-29	114.5
QFU36865.1			2.6e-29	114.5
AUU10369.1			2.6e-29	114.5
QHJ29567.1			2.6e-29	114.5
QHJ39031.1			2.6e-29	114.5
QHJ44110.1			2.6e-29	114.5
QHJ49188.1			2.6e-29	114.5
QZY92252.1			3.0999999999999997e-29	114.2
ARM77732.1			3.2999999999999997e-29	114.1
AUY79632.1			3.2999999999999997e-29	114.1
BBQ19192.1			3.2999999999999997e-29	114.1
QLK70671.1			3.2999999999999997e-29	114.1
AWV51175.1			3.4e-29	114.1
AWX20400.1			3.4e-29	114.1
AYE44820.1			3.4e-29	114.1
QGR51264.1			3.4e-29	114.1
QOC43757.1			3.4e-29	114.1
APK04387.1			3.4e-29	114.1
QAZ69804.1			3.4e-29	114.1
UMU69551.1			3.4e-29	114.1
APK30031.1			3.6e-29	114.0
QAU93424.1			3.6e-29	114.0
QAU99419.1			3.6e-29	114.0
QIL65535.1			3.6e-29	114.0
UKY38584.1			3.6e-29	114.0
QKV88673.1			3.8e-29	113.9
AVN36066.1			4.0000000000000003e-29	113.8
AAZ90326.1			4.5e-29	113.7
ALZ57888.1			4.5e-29	113.7
AMG17453.1			4.5e-29	113.7
ARS05802.1			4.5e-29	113.7
ASN31917.1			4.5e-29	113.7
ASN35744.1			4.5e-29	113.7
ASN42225.1			4.5e-29	113.7
ATH90622.1			4.5e-29	113.7
AZG54669.1			4.5e-29	113.7
QBJ61115.1			4.5e-29	113.7
QBQ24607.1			4.5e-29	113.7
QDH98834.1			4.5e-29	113.7
QGK10206.1			4.5e-29	113.7
QHQ08969.1			4.5e-29	113.7
QHQ12611.1			4.5e-29	113.7
QJX83414.1			4.5e-29	113.7
QJX88149.1			4.5e-29	113.7
QJX90021.1			4.5e-29	113.7
QJX94780.1			4.5e-29	113.7
QJX99019.1			4.5e-29	113.7
QJY04255.1			4.5e-29	113.7
QJY08972.1			4.5e-29	113.7
QJY12076.1			4.5e-29	113.7
QJY17856.1			4.5e-29	113.7
QJY19674.1			4.5e-29	113.7
QJY25019.1			4.5e-29	113.7
QJY30044.1			4.5e-29	113.7
QKF35754.1			4.5e-29	113.7
QQM57687.1			4.5e-29	113.7
AVZ12475.1			4.7e-29	113.6
QFH83543.1			4.7e-29	113.6
QJF91462.1			4.8e-29	113.6
AVU48722.1			5.2e-29	113.5
AWQ41586.1			5.2e-29	113.5
AWQ55801.1			5.2e-29	113.5
QMV76374.1			5.2e-29	113.5
QOR49070.1			5.2e-29	113.5
AIN20910.1			5.4e-29	113.4
AIN26254.1			5.4e-29	113.4
AIX57391.1			5.4e-29	113.4
QMV97331.1			5.4e-29	113.4
QIB20443.1			5.599999999999999e-29	113.4
VEC64974.1			6.599999999999999e-29	113.1
QEG88039.1			6.7e-29	113.1
AIX49716.1			6.9e-29	113.1
UBB13184.1			6.9e-29	113.1
AFM12478.1			7.1e-29	113.0
ASB73269.1			7.2e-29	113.0
AVU18208.1			7.2e-29	113.0
BBM23614.1			7.2e-29	113.0
QHC75652.1			7.2e-29	113.0
QJP75038.1			7.2e-29	113.0
QLA02229.1			7.2e-29	113.0
QSG93616.1			7.2e-29	113.0
QSG98240.1			7.2e-29	113.0
QSH02845.1			7.2e-29	113.0
QSH07346.1			7.2e-29	113.0
QSH11960.1			7.2e-29	113.0
QSH16574.1			7.2e-29	113.0
QSH21183.1			7.2e-29	113.0
QSH25796.1			7.2e-29	113.0
QSH30412.1			7.2e-29	113.0
QBH98372.1			7.2e-29	113.0
UEG33341.1			7.3e-29	113.0
UEG37704.1			7.3e-29	113.0
UEG42028.1			7.3e-29	113.0
QDJ78071.1			7.6e-29	112.9
AOF01494.1			8.4e-29	112.8
QJB50360.1			8.6e-29	112.8
AOP98175.1			8.6e-29	112.8
QLO96288.1			8.6e-29	112.8
VEB11834.1			8.6e-29	112.8
AKL01922.1			9.4e-29	112.6
UFK51080.1			9.6e-29	112.6
AYU96284.1			1.0000000000000001e-28	112.5
UJD82415.1			1.1000000000000002e-28	112.5
UJD86979.1			1.1000000000000002e-28	112.5
QKO41321.1			1.1000000000000002e-28	112.4
AMX07371.1			1.1000000000000002e-28	112.4
AWF31745.1			1.1000000000000002e-28	112.4
ALA00153.1			1.2e-28	112.3
APR43620.1			1.2e-28	112.3
ASA05513.1			1.2e-28	112.3
ASB84990.1			1.2e-28	112.3
AWR66973.1			1.2e-28	112.3
AXL97781.1			1.2e-28	112.3
AZU65390.1			1.2e-28	112.3
QEL31694.1			1.2e-28	112.3
BCZ50737.1			1.2e-28	112.2
BCZ60359.1			1.2e-28	112.2
QOX68715.1			1.2e-28	112.2
ACB18664.1			1.3000000000000002e-28	112.2
AWR82055.1			1.3000000000000002e-28	112.2
QFI48292.1			1.3000000000000002e-28	112.2
BBJ89553.1			1.3000000000000002e-28	112.2
BBT55484.1			1.3000000000000002e-28	112.2
APE89912.1			1.3000000000000002e-28	112.1
QGU41647.1			1.3000000000000002e-28	112.1
ADT77239.1			1.4000000000000001e-28	112.1
AFH13454.1			1.4000000000000001e-28	112.1
AFH15902.1			1.4000000000000001e-28	112.1
AUT07085.1			1.4000000000000001e-28	112.1
AXK28298.1			1.4000000000000001e-28	112.1
QEP63706.1			1.4000000000000001e-28	112.1
QGJ58036.1			1.4000000000000001e-28	112.1
QGJ62382.1			1.4000000000000001e-28	112.1
VED21799.1			1.4000000000000001e-28	112.1
ACT27182.1			1.4000000000000001e-28	112.1
ACT41123.1			1.4000000000000001e-28	112.1
ACT45278.1			1.4000000000000001e-28	112.1
AJF78735.1			1.4000000000000001e-28	112.1
AJH12252.1			1.4000000000000001e-28	112.1
AKN49489.1			1.4000000000000001e-28	112.1
ALQ57371.1			1.4000000000000001e-28	112.1
AMH24257.1			1.4000000000000001e-28	112.1
AMH28573.1			1.4000000000000001e-28	112.1
AMR25143.1			1.4000000000000001e-28	112.1
ANP34588.1			1.4000000000000001e-28	112.1
ARD78928.1			1.4000000000000001e-28	112.1
ARD82796.1			1.4000000000000001e-28	112.1
ARH99262.1			1.4000000000000001e-28	112.1
AVM04516.1			1.4000000000000001e-28	112.1
AWY90786.1			1.4000000000000001e-28	112.1
BAH24272.1			1.4000000000000001e-28	112.1
CAQ33947.1			1.4000000000000001e-28	112.1
QGJ10683.1			1.4000000000000001e-28	112.1
QHB88070.1			1.4000000000000001e-28	112.1
QJY78985.1			1.4000000000000001e-28	112.1
QJY83024.1			1.4000000000000001e-28	112.1
QJY87054.1			1.4000000000000001e-28	112.1
QJY91090.1			1.4000000000000001e-28	112.1
QJY95120.1			1.4000000000000001e-28	112.1
QJZ01681.1			1.4000000000000001e-28	112.1
QJZ05756.1			1.4000000000000001e-28	112.1
QJZ14026.1			1.4000000000000001e-28	112.1
VED38681.1			1.4000000000000001e-28	112.1
QLJ68421.1			1.4000000000000001e-28	112.1
QMV52174.1			1.4000000000000001e-28	112.1
QIE98022.1			1.4000000000000001e-28	112.1
URQ60708.1			1.5000000000000002e-28	112.0
AVG01272.1			1.5000000000000002e-28	111.9
ASQ75112.1			1.5000000000000002e-28	111.9
SMF86988.1			1.5000000000000002e-28	111.9
QDL87615.1			1.6000000000000001e-28	111.9
QTI65626.1			1.6000000000000001e-28	111.9
AFL69185.1			1.6000000000000001e-28	111.8
AVV73010.1			1.6000000000000001e-28	111.8
AVV77484.1			1.6000000000000001e-28	111.8
AKK50491.1			1.7000000000000003e-28	111.8
QJF81850.1			1.7000000000000003e-28	111.8
ATX16950.1			1.7000000000000003e-28	111.8
AWT03582.1			1.7000000000000003e-28	111.8
AZR87031.1			1.7000000000000003e-28	111.8
BAX18189.1			1.7000000000000003e-28	111.8
BAX23065.1			1.7000000000000003e-28	111.8
BBQ37954.1			1.7000000000000003e-28	111.8
QEJ89039.1			1.7000000000000003e-28	111.8
QRB14524.1			1.7000000000000003e-28	111.8
QJQ18086.1			1.7000000000000003e-28	111.8
QTR44866.1			1.8000000000000002e-28	111.7
ASN17230.1			1.8000000000000002e-28	111.7
QMI61419.1			1.9000000000000003e-28	111.7
ATB15791.1			1.9000000000000003e-28	111.6
AGE20547.1			1.9000000000000003e-28	111.6
ASC80695.1			1.9000000000000003e-28	111.6
AJM75823.1			1.9000000000000003e-28	111.6
QJI61741.1			1.9000000000000003e-28	111.6
AOP76219.1			2.0000000000000002e-28	111.5
ASO99831.1			2.0000000000000002e-28	111.5
CBK84304.1			2.0000000000000002e-28	111.5
QEL47587.1			2.0000000000000002e-28	111.5
QFI32463.1			2.0000000000000002e-28	111.5
QMI65867.1			2.0000000000000002e-28	111.5
QMI70956.1			2.0000000000000002e-28	111.5
QGU34533.1			2.0000000000000002e-28	111.5
QLT97601.1			2.0000000000000002e-28	111.5
QLU69957.1			2.0000000000000002e-28	111.5
QLU90159.1			2.0000000000000002e-28	111.5
AJB69176.1			2.1e-28	111.4
QPO55964.1			2.1e-28	111.4
QPO61427.1			2.1e-28	111.4
QPO65046.1			2.1e-28	111.4
QPP02100.1			2.1e-28	111.4
UAS94735.1			2.1e-28	111.4
CDG14611.1			2.2000000000000004e-28	111.4
QIR66507.1			2.2000000000000004e-28	111.4
AVJ82447.1			2.3000000000000003e-28	111.4
UAN17159.1			2.3000000000000003e-28	111.3
QED76930.1			2.4e-28	111.3
QHP97578.1			2.5e-28	111.3
BAK13188.1			2.5e-28	111.2
QAB28417.1			2.5e-28	111.2
QTC46398.1			2.5e-28	111.2
URL15675.1			2.5e-28	111.2
SAY45661.1			2.5e-28	111.2
QIB09145.1			2.5e-28	111.2
AEQ14885.1			2.6000000000000004e-28	111.2
AXZ41479.1			2.6000000000000004e-28	111.2
CAR20250.1			2.6000000000000004e-28	111.2
AIM24168.1			2.6000000000000004e-28	111.2
ASM14479.1			2.6000000000000004e-28	111.2
AWC82597.1			2.6000000000000004e-28	111.2
QNL00366.1			2.6000000000000004e-28	111.2
UAN27220.1			2.6000000000000004e-28	111.2
UMK52684.1			2.6000000000000004e-28	111.2
AVE95909.1			2.7000000000000003e-28	111.1
QIE79959.1			2.7000000000000003e-28	111.1
AHM32200.1			2.7000000000000003e-28	111.1
ABG71694.1			2.8000000000000002e-28	111.1
ADR29012.1			2.8000000000000002e-28	111.1
ANJ40134.1			2.8000000000000002e-28	111.1
ANR83439.1			2.8000000000000002e-28	111.1
ASJ28640.1			2.8000000000000002e-28	111.1
ATB76172.1			2.8000000000000002e-28	111.1
ATV10981.1			2.8000000000000002e-28	111.1
AUF93082.1			2.8000000000000002e-28	111.1
AUN92474.1			2.8000000000000002e-28	111.1
AUQ39501.1			2.8000000000000002e-28	111.1
AVZ56927.1			2.8000000000000002e-28	111.1
CAP78077.1			2.8000000000000002e-28	111.1
QBR55326.1			2.8000000000000002e-28	111.1
QEI84229.1			2.8000000000000002e-28	111.1
QJR23442.1			2.8000000000000002e-28	111.1
QQX63555.1			2.8000000000000002e-28	111.1
AYZ30864.1			2.8000000000000002e-28	111.1
AYL03726.1			2.8000000000000002e-28	111.1
QIP18189.1			2.8000000000000002e-28	111.1
ABE09595.1			2.8000000000000002e-28	111.1
ABJ03098.1			2.8000000000000002e-28	111.1
ADE89362.1			2.8000000000000002e-28	111.1
ADN48498.1			2.8000000000000002e-28	111.1
AER86636.1			2.8000000000000002e-28	111.1
AER91555.1			2.8000000000000002e-28	111.1
AID80758.1			2.8000000000000002e-28	111.1
AIL16174.1			2.8000000000000002e-28	111.1
AKK35217.1			2.8000000000000002e-28	111.1
AKK44806.1			2.8000000000000002e-28	111.1
ALD22986.1			2.8000000000000002e-28	111.1
ALD28219.1			2.8000000000000002e-28	111.1
ALD33182.1			2.8000000000000002e-28	111.1
ALD37943.1			2.8000000000000002e-28	111.1
ANV95746.1			2.8000000000000002e-28	111.1
AQX98913.1			2.8000000000000002e-28	111.1
ASO90331.1			2.8000000000000002e-28	111.1
ASW61885.1			2.8000000000000002e-28	111.1
ATY20391.1			2.8000000000000002e-28	111.1
AUG66771.1			2.8000000000000002e-28	111.1
AUG95542.1			2.8000000000000002e-28	111.1
AUY44769.1			2.8000000000000002e-28	111.1
AVQ78272.1			2.8000000000000002e-28	111.1
AXG59178.1			2.8000000000000002e-28	111.1
AXV10429.1			2.8000000000000002e-28	111.1
AXY46687.1			2.8000000000000002e-28	111.1
AYO73629.1			2.8000000000000002e-28	111.1
AYY94439.1			2.8000000000000002e-28	111.1
BBQ71214.1			2.8000000000000002e-28	111.1
BCA46959.1			2.8000000000000002e-28	111.1
CAA0104044.1			2.8000000000000002e-28	111.1
CAR05247.1			2.8000000000000002e-28	111.1
QAU80714.1			2.8000000000000002e-28	111.1
QAY41379.1			2.8000000000000002e-28	111.1
QBZ05898.1			2.8000000000000002e-28	111.1
QCD71593.1			2.8000000000000002e-28	111.1
QDM94800.1			2.8000000000000002e-28	111.1
QDN14050.1			2.8000000000000002e-28	111.1
QDX34634.1			2.8000000000000002e-28	111.1
QDX42275.1			2.8000000000000002e-28	111.1
QER72975.1			2.8000000000000002e-28	111.1
QHW38889.1			2.8000000000000002e-28	111.1
QIB93084.1			2.8000000000000002e-28	111.1
QJG03297.1			2.8000000000000002e-28	111.1
QJG15149.1			2.8000000000000002e-28	111.1
QJG22076.1			2.8000000000000002e-28	111.1
QJG28770.1			2.8000000000000002e-28	111.1
QJG35566.1			2.8000000000000002e-28	111.1
QJG45556.1			2.8000000000000002e-28	111.1
QJG65037.1			2.8000000000000002e-28	111.1
QJS74319.1			2.8000000000000002e-28	111.1
VDY73155.1			2.8000000000000002e-28	111.1
VED04684.1			2.8000000000000002e-28	111.1
VWQ03619.1			2.8000000000000002e-28	111.1
VZZ90309.1			2.8000000000000002e-28	111.1
QCU90702.1			2.9e-28	111.0
QAV59448.1			3e-28	110.9
QQW43032.1			3e-28	110.9
AXX20361.1			3.1000000000000004e-28	110.9
AXX26810.1			3.1000000000000004e-28	110.9
QIO30018.1			3.1000000000000004e-28	110.9
QLB27776.1			3.1000000000000004e-28	110.9
AAN82884.1			3.1000000000000004e-28	110.9
QZQ50138.1			3.1000000000000004e-28	110.9
AIA46270.1			3.1000000000000004e-28	110.9
QJU42453.1			3.1000000000000004e-28	110.9
QPJ89349.1			3.3e-28	110.8
AGQ39227.1			3.6000000000000003e-28	110.7
QEA85693.1			3.6000000000000003e-28	110.7
QEA90845.1			3.6000000000000003e-28	110.7
QEB40235.1			3.6000000000000003e-28	110.7
QEB42655.1			3.6000000000000003e-28	110.7
QEB50226.1			3.6000000000000003e-28	110.7
QEB60505.1			3.6000000000000003e-28	110.7
QEB62912.1			3.6000000000000003e-28	110.7
QEB65324.1			3.6000000000000003e-28	110.7
QEB67730.1			3.6000000000000003e-28	110.7
QEB70128.1			3.6000000000000003e-28	110.7
QEB72397.1			3.6000000000000003e-28	110.7
QEB74809.1			3.6000000000000003e-28	110.7
QEB77228.1			3.6000000000000003e-28	110.7
QEB79647.1			3.6000000000000003e-28	110.7
QEB83724.1			3.6000000000000003e-28	110.7
QEB84432.1			3.6000000000000003e-28	110.7
QEB86860.1			3.6000000000000003e-28	110.7
QEB97163.1			3.6000000000000003e-28	110.7
QEB99430.1			3.6000000000000003e-28	110.7
QEC04369.1			3.6000000000000003e-28	110.7
QEC08399.1			3.6000000000000003e-28	110.7
QEC09127.1			3.6000000000000003e-28	110.7
QEC11392.1			3.6000000000000003e-28	110.7
QEC13806.1			3.6000000000000003e-28	110.7
QEC16219.1			3.6000000000000003e-28	110.7
QEC18637.1			3.6000000000000003e-28	110.7
QEC21046.1			3.6000000000000003e-28	110.7
QEC23458.1			3.6000000000000003e-28	110.7
QEC28401.1			3.6000000000000003e-28	110.7
QEC30820.1			3.6000000000000003e-28	110.7
QEC33247.1			3.6000000000000003e-28	110.7
QEC35666.1			3.6000000000000003e-28	110.7
QEC38084.1			3.6000000000000003e-28	110.7
QEC58940.1			3.6000000000000003e-28	110.7
QED06654.1			3.6000000000000003e-28	110.7
AGQ39229.1			3.6000000000000003e-28	110.7
ANK34436.1			3.9000000000000004e-28	110.6
AUY71497.1			3.9000000000000004e-28	110.6
QRA95563.1			3.9000000000000004e-28	110.6
QRB56920.1			3.9000000000000004e-28	110.6
ADD79057.1			3.9000000000000004e-28	110.6
AVG74965.1			3.9000000000000004e-28	110.6
ADI30393.1			4.0000000000000003e-28	110.6
QBG05765.1			4.1e-28	110.5
QKJ89051.1			4.2e-28	110.5
AJE09035.2			4.3e-28	110.4
QEA90846.1			4.3e-28	110.4
QEB40236.1			4.3e-28	110.4
QEB42656.1			4.3e-28	110.4
QEB50227.1			4.3e-28	110.4
QEB60506.1			4.3e-28	110.4
QEB62913.1			4.3e-28	110.4
QEB65325.1			4.3e-28	110.4
QEB67731.1			4.3e-28	110.4
QEB70129.1			4.3e-28	110.4
QEB72398.1			4.3e-28	110.4
QEB74810.1			4.3e-28	110.4
QEB77229.1			4.3e-28	110.4
QEB79648.1			4.3e-28	110.4
QEB83723.1			4.3e-28	110.4
QEB84433.1			4.3e-28	110.4
QEB86861.1			4.3e-28	110.4
QEB97164.1			4.3e-28	110.4
QEB99431.1			4.3e-28	110.4
QEC04370.1			4.3e-28	110.4
QEC08398.1			4.3e-28	110.4
QEC09128.1			4.3e-28	110.4
QEC11393.1			4.3e-28	110.4
QEC13807.1			4.3e-28	110.4
QEC16220.1			4.3e-28	110.4
QEC18638.1			4.3e-28	110.4
QEC21047.1			4.3e-28	110.4
QEC23459.1			4.3e-28	110.4
QEC28402.1			4.3e-28	110.4
QEC30821.1			4.3e-28	110.4
QEC33248.1			4.3e-28	110.4
QEC35667.1			4.3e-28	110.4
QEC38085.1			4.3e-28	110.4
QEC58941.1			4.3e-28	110.4
QED06655.1			4.3e-28	110.4
AWV78269.1			4.400000000000001e-28	110.4
BBW33736.1			4.400000000000001e-28	110.4
QFI20269.1			4.400000000000001e-28	110.4
QSB73181.1			4.400000000000001e-28	110.4
ABB44975.1			4.600000000000001e-28	110.4
ARA27061.1			4.7000000000000005e-28	110.3
BBW29229.1			4.7000000000000005e-28	110.3
AWS80039.1			4.7000000000000005e-28	110.3
AXO44987.1			4.7000000000000005e-28	110.3
APG20507.1			4.8e-28	110.3
ARD58466.1			4.8e-28	110.3
QEM89209.1			4.8e-28	110.3
VEB91273.1			5.200000000000001e-28	110.2
QMW62815.1			5.200000000000001e-28	110.2
QLV57484.1			5.300000000000001e-28	110.2
QOJ10333.1			5.300000000000001e-28	110.1
ARO97192.1			5.400000000000001e-28	110.1
ARP01919.1			5.400000000000001e-28	110.1
ARP06952.1			5.400000000000001e-28	110.1
ARP12038.1			5.400000000000001e-28	110.1
ARP17091.1			5.400000000000001e-28	110.1
ARP22185.1			5.400000000000001e-28	110.1
ARP27236.1			5.400000000000001e-28	110.1
ARP31983.1			5.400000000000001e-28	110.1
ARP47709.1			5.400000000000001e-28	110.1
QNK06879.1			5.7e-28	110.1
AMY64061.1			6.100000000000001e-28	110.0
AVG36033.1			6.100000000000001e-28	110.0
UNG05334.1			6.100000000000001e-28	110.0
UOY51506.1			6.100000000000001e-28	110.0
UOY61567.1			6.100000000000001e-28	110.0
QDY40710.1			6.100000000000001e-28	110.0
AJB60728.1			6.100000000000001e-28	110.0
QCE27021.1			6.100000000000001e-28	109.9
BBW24954.1			6.200000000000001e-28	109.9
UKJ21536.1			6.4000000000000005e-28	109.9
AWY01049.1			6.900000000000001e-28	109.8
AWY02104.1			6.900000000000001e-28	109.8
QBN08564.1			7.100000000000001e-28	109.7
BDG82509.1			7.200000000000001e-28	109.7
BDG87331.1			7.200000000000001e-28	109.7
CAH5934926.1			7.200000000000001e-28	109.7
ARQ00695.1			8.100000000000001e-28	109.5
QKF67957.1			8.800000000000002e-28	109.4
AVE50716.1			9.700000000000002e-28	109.3
QLJ63289.1			9.700000000000002e-28	109.3
QCD76084.1			1e-27	109.2
AUM01747.1			1.2e-27	109.0
BBJ56709.1			1.2e-27	109.0
ARZ78319.1			1.2e-27	109.0
UAN31932.1			1.2e-27	109.0
BBW19763.1			1.2e-27	108.9
AFP68047.1			1.3e-27	108.8
AIX52854.1			1.3e-27	108.8
AMZ76899.1			1.3e-27	108.8
AOP84925.1			1.3e-27	108.8
BBV69100.1			1.3e-27	108.8
BBV79449.1			1.3e-27	108.8
QEO03360.1			1.3e-27	108.8
QFH88324.1			1.3e-27	108.8
QIB80287.1			1.3e-27	108.8
QZS47461.1			1.3e-27	108.8
UOY32395.1			1.3e-27	108.8
UOY37277.1			1.3e-27	108.8
URE95374.1			1.3e-27	108.8
URG37205.1			1.3e-27	108.8
URL27603.1			1.3e-27	108.8
QDI21034.1			1.3e-27	108.8
QDI30778.1			1.3e-27	108.8
QDI45266.1			1.3e-27	108.8
QDI59689.1			1.3e-27	108.8
UNC48170.1			1.4e-27	108.7
BBW43790.1			1.5e-27	108.7
BBZ85489.1			1.5e-27	108.7
BCP67922.1			1.5e-27	108.7
UOZ18585.1			1.5e-27	108.7
ASD57145.1			1.5e-27	108.7
QOV79100.1			1.5e-27	108.6
BBJ65556.1			1.6000000000000001e-27	108.6
QPX99066.1			1.6000000000000001e-27	108.5
AXO42439.1			1.7000000000000002e-27	108.5
QXM20946.1			1.7000000000000002e-27	108.5
CAH5937470.1			1.7000000000000002e-27	108.5
UAN36505.1			1.9e-27	108.3
AVF02784.1			2e-27	108.3
BCL46289.1			2e-27	108.3
CDZ86449.1			2e-27	108.3
AEF48018.1			2e-27	108.2
AEF52970.1			2e-27	108.2
AEG30677.1			2e-27	108.2
QBB07509.1			2e-27	108.2
QYD26979.1			2e-27	108.2
QJW58126.1			2e-27	108.2
QVV65599.1			2e-27	108.2
ABV16124.1			2.2000000000000002e-27	108.1
ANI80700.1			2.2000000000000002e-27	108.1
UDJ82630.1			2.2000000000000002e-27	108.1
UBU50521.1			2.3e-27	108.1
QOR49473.1			2.4e-27	108.0
AOP81024.1			2.4e-27	108.0
AVF18041.1			2.4e-27	108.0
QQE39909.1			2.4e-27	108.0
AKZ82345.1			2.5e-27	108.0
QEI60522.1			2.5e-27	108.0
QEI69773.1			2.5e-27	108.0
QFH34096.1			2.5e-27	108.0
QFH98680.1			2.5e-27	108.0
QPD71261.1			2.5e-27	108.0
QTF06657.1			2.5e-27	108.0
QEU13217.1			2.5e-27	107.9
QHA87352.1			2.5e-27	107.9
QEQ45845.1			2.6e-27	107.9
QJT83227.1			2.6e-27	107.9
BBT88495.1			2.6e-27	107.9
QIX78867.1			2.6e-27	107.9
VAV76866.1			2.7000000000000002e-27	107.8
BAK74163.1			2.9e-27	107.7
UCT08560.1			2.9e-27	107.7
AVE73428.1			3e-27	107.7
AEW71555.1			3.3e-27	107.5
UBM16867.1			3.5e-27	107.4
QFR42851.1			3.6e-27	107.4
UAN51357.1			3.6e-27	107.4
QWC67145.1			3.8e-27	107.4
QEL34035.1			3.8e-27	107.4
QHG27668.1			3.9000000000000004e-27	107.3
UCQ27651.1			4e-27	107.3
SQI35662.1			4.6e-27	107.1
ALX92690.1			4.7e-27	107.0
AIE62530.1			4.9000000000000005e-27	107.0
AKK76722.1			4.9000000000000005e-27	107.0
AKK94063.1			4.9000000000000005e-27	107.0
AKK94794.1			4.9000000000000005e-27	107.0
AKL50163.1			4.9000000000000005e-27	107.0
ANS19180.1			4.9000000000000005e-27	107.0
AWZ96626.1			4.9000000000000005e-27	107.0
QDQ75433.1			4.9000000000000005e-27	107.0
QHI59196.1			4.9000000000000005e-27	107.0
QIE65249.1			4.9000000000000005e-27	107.0
